lat,lon,elevation_m,distance_km,grade_percent
36.519499,-117.222812,527.1,94.301,19.761904761904177
36.51907,-117.222917,535.5,94.353,16.15384615384844
36.515642,-117.223587,543.8,94.755,2.0646766169154063
36.514806,-117.223721,552.1,94.852,8.556701030927163
36.514021,-117.223794,560.4,94.944,9.021739130434856
36.509856,-117.224072,568.7,95.427,1.7184265010351962
36.509049,-117.224151,577.1,95.521,8.936170212766495
36.508782,-117.224194,585.4,95.553,25.937500000002718
36.508416,-117.224279,593.7,95.595,19.761904761904177
36.506386,-117.224814,602.0,95.836,3.443983402489612
36.50315,-117.225705,610.4,96.22,2.187499999999992
36.499595,-117.2266,618.7,96.641,1.971496437054618
36.498932,-117.226756,627.0,96.719,10.641025641027118
36.498521,-117.226827,635.3,96.767,17.29166666666592
36.498364,-117.226848,643.7,96.785,46.6666666666654
36.496824,-117.226893,652.0,96.964,4.6368715083798095
36.496548,-117.2269,660.3,96.996,25.937500000002718
36.495921,-117.226905,672.5,97.069,16.712328767121633
36.495619,-117.22692,684.7,97.104,34.857142857146385
36.49497,-117.227043,696.9,97.18,16.052631578945668
36.491608,-117.228044,709.1,97.58,3.050000000000076
36.488328,-117.229036,721.3,97.971,3.1202046035805027
36.487075,-117.22944,733.5,98.122,8.079470198675727
36.484961,-117.230157,745.7,98.376,4.803149606299138
36.483863,-117.23055,757.9,98.508,9.242424242424836
36.478897,-117.232229,770.1,99.105,2.043551088777198
36.473482,-117.233976,782.3,99.753,1.8827160493827169
36.471952,-117.234478,794.5,99.937,6.63043478260881
36.471709,-117.234548,806.7,99.966,42.068965517246816
36.47,-117.234989,819.0,100.168,6.089108910890693
36.469373,-117.235138,831.2,100.242,16.486486486486978
36.468764,-117.235254,843.4,100.314,16.94444444444705
36.468193,-117.23535,855.6,100.381,18.208955223878686
36.466037,-117.235754,867.8,100.633,4.841269841269904
36.465456,-117.235856,880.0,100.701,17.94117647058887
36.464432,-117.235998,892.2,100.821,10.16666666666632
36.464041,-117.236069,904.4,100.867,26.5217391304309
36.463818,-117.236129,916.6,100.893,46.92307692308387
36.463451,-117.236254,928.8,100.937,27.727272727274503
36.463187,-117.236373,941.0,100.97,36.96969696969571
36.461499,-117.237172,953.2,101.18,5.809523809523611
36.458719,-117.238502,965.4,101.525,3.536231884057963
36.457964,-117.238884,977.6,101.618,13.118279569894028
36.456291,-117.239783,985.5,101.83,3.7264150943395538
36.456112,-117.239871,993.4,101.852,35.90909090908171
36.455895,-117.239957,1001.3,101.879,29.259259259258062
36.455353,-117.240152,1009.2,101.945,11.969696969699232
36.455034,-117.240282,1017.1,101.983,20.789473684204495
36.454494,-117.240548,1025.0,102.05,11.79104477612059
36.453674,-117.240926,1032.8,102.152,7.647058823529078
36.452796,-117.241299,1040.7,102.26,7.314814814814621
36.451798,-117.241792,1048.6,102.384,6.37096774193562
36.451431,-117.241966,1056.5,102.43,17.173913043476038
36.450907,-117.242173,1064.4,102.493,12.539682539685037
36.450162,-117.242406,1072.3,102.582,8.876404494382005
36.44917,-117.242724,1080.2,102.701,6.638655462184963
36.44873,-117.24289,1088.1,102.755,14.629629629628823
36.447637,-117.24334,1096.0,102.888,5.939849624059782
36.447113,-117.243535,1103.9,102.951,12.539682539685037
36.446537,-117.243771,1111.8,103.022,11.126760563378184
36.44625,-117.243904,1119.7,103.057,22.57142857143103
36.445738,-117.244156,1127.6,103.121,12.343750000001148
36.445206,-117.244454,1135.4,103.189,11.47058823529475
36.443827,-117.245274,1143.3,103.366,4.463276836157946
36.440564,-117.247253,1151.2,103.787,1.8764845605700642
36.439492,-117.247947,1159.1,103.927,5.6428571428570224
36.438981,-117.248291,1167.0,103.995,11.617647058824032
36.438263,-117.248812,1174.9,104.091,8.229166666667668
36.437707,-117.24919,1182.8,104.165,10.67567567567372
36.437439,-117.24934,1187.8,104.198,15.151515151521103
36.437154,-117.249458,1192.9,104.233,14.571428571424464
36.436361,-117.249712,1197.9,104.328,5.263157894736905
36.436112,-117.249825,1202.9,104.358,16.666666666666035
36.435916,-117.249922,1208.0,104.384,19.615384615387097
36.435027,-117.250479,1213.0,104.498,4.385964912280536
36.434539,-117.250811,1218.0,104.563,7.692307692307962
36.434327,-117.250978,1223.1,104.592,17.586206896553616
36.434145,-117.251149,1228.1,104.619,18.51851851851782
36.433204,-117.252192,1233.1,104.765,3.4246575342465566
36.432973,-117.252471,1238.2,104.803,13.421052631580471
36.432794,-117.252727,1243.2,104.834,16.12903225806144
36.432598,-117.253034,1248.3,104.87,14.166666666665877
36.432121,-117.253843,1253.3,104.964,5.3191489361705475
36.430995,-117.255944,1258.3,105.2,2.118644067796572
36.42962,-117.258498,1263.4,105.486,1.7832167832168222
36.429303,-117.259178,1268.4,105.56,6.756756756756934
36.429025,-117.259899,1273.4,105.634,6.756756756756934
36.428836,-117.260409,1278.5,105.687,9.622641509434287
36.42876,-117.260578,1283.5,105.704,29.411764705889432
36.428666,-117.260743,1288.5,105.723,26.315789473676652
36.428588,-117.260859,1293.6,105.737,36.428571428581726
36.427929,-117.261668,1298.6,105.844,4.672897196261712
36.427692,-117.261934,1303.6,105.882,13.157894736838326
36.42752,-117.262116,1308.7,105.908,19.61538461538797
36.427283,-117.262316,1313.7,105.941,15.151515151514577
36.42699,-117.262514,1316.2,105.98,6.410256410256167
36.425991,-117.263134,1318.7,106.109,1.9379844961241712
36.425246,-117.26363,1321.1,106.207,2.448979591836621
36.425078,-117.26376,1323.6,106.23,10.869565217386414
36.42487,-117.263949,1326.1,106.26,8.333333333333018
36.424566,-117.264248,1328.6,106.305,5.555555555555345
36.423638,-117.265195,1331.1,106.444,1.798561151079191
36.42323,-117.26558,1333.5,106.503,4.067796610169818
36.423007,-117.265748,1336.0,106.533,8.333333333333018
36.422845,-117.265838,1338.5,106.554,11.904761904761454
36.422664,-117.265901,1341.0,106.576,11.363636363640826
36.422389,-117.265922,1343.5,106.608,7.8124999999973905
36.421955,-117.265864,1346.0,106.658,5.000000000000284
36.421794,-117.265871,1348.4,106.677,12.631578947365272
36.421664,-117.265903,1350.9,106.693,15.62500000000866
36.421386,-117.265992,1353.4,106.726,7.575757575757288
36.420853,-117.26618,1355.9,106.79,3.906249999999563
36.420557,-117.266344,1358.4,106.827,6.7567567567582305
36.420301,-117.266554,1360.8,106.864,6.486486486485042
36.420194,-117.26666,1363.3,106.88,15.62500000000866
36.419949,-117.267015,1365.8,106.923,5.813953488371233
36.419824,-117.26723,1368.3,106.947,10.416666666666272
36.419729,-117.267455,1370.8,106.971,10.416666666666272
36.419677,-117.267664,1373.2,106.992,11.428571428571429
36.419659,-117.267813,1375.7,107.006,17.857142857148222
36.419667,-117.267987,1378.2,107.022,15.624999999994781
36.419698,-117.268168,1382.1,107.039,22.941176470592957
36.419744,-117.268345,1386.0,107.057,21.66666666666635
36.419825,-117.268571,1389.8,107.08,16.521739130437364
36.419889,-117.268823,1393.7,107.105,15.599999999996816
36.419916,-117.269021,1397.6,107.123,21.666666666665087
36.41991,-117.269324,1401.5,107.152,13.448275862070966
36.419871,-117.269669,1405.3,107.184,11.875000000001165
36.419843,-117.269807,1409.2,107.198,27.857142857151878
36.419759,-117.270053,1413.1,107.223,15.599999999995905
36.419703,-117.270172,1417.0,107.235,32.499999999999524
36.419653,-117.270258,1420.8,107.244,42.22222222222012
36.419577,-117.270373,1424.7,107.259,25.999999999999623
36.419472,-117.270505,1428.6,107.276,22.941176470592957
36.418826,-117.27092,1432.5,107.36,4.642857142857075
36.418675,-117.271025,1436.4,107.38,19.500000000004334
36.415144,-117.273847,1440.2,107.867,0.7802874743326251
36.414879,-117.274045,1444.1,107.903,10.833333333332543
36.414652,-117.274182,1448.0,107.933,12.999999999999812
36.414479,-117.274262,1451.9,107.953,19.500000000004334
36.411578,-117.275225,1455.7,108.302,1.0888252148996886
36.411315,-117.275335,1459.6,108.334,12.187500000000915
36.409877,-117.276059,1463.5,108.514,2.1666666666668064
36.409598,-117.2762,1467.4,108.549,11.142857142853964
36.408827,-117.276504,1471.2,108.643,4.042553191489567
36.40801,-117.276848,1475.1,108.743,3.900000000000085
36.407649,-117.277057,1479.0,108.789,8.47826086956422
36.407414,-117.277202,1477.4,108.819,-5.333333333332828
36.407196,-117.277344,1475.8,108.848,-5.517241379311508
36.406952,-117.277537,1474.2,108.881,-4.848484848484389
36.406192,-117.278232,1472.7,108.991,-1.3636363636363706
36.405894,-117.278453,1471.1,109.03,-4.102564102564297
36.405458,-117.278696,1469.5,109.087,-2.807017543859383
36.404882,-117.278865,1467.9,109.155,-2.3529411764705292
36.404137,-117.279064,1466.3,109.243,-1.8181818181821001
36.403701,-117.279214,1464.7,109.295,-3.076923076922505
36.402963,-117.279479,1463.2,109.385,-1.6666666666666035
36.402406,-117.27967,1461.6,109.452,-2.388059701492988
36.401937,-117.279772,1460.0,109.507,-2.909090909090383
36.400961,-117.279955,1458.4,109.622,-1.3913043478260698
36.400595,-117.280018,1456.8,109.664,-3.8095238095239905
36.399729,-117.280172,1455.2,109.765,-1.5841584158415085
36.398881,-117.280327,1453.6,109.865,-1.6000000000002272
36.398326,-117.280415,1452.1,109.93,-2.307692307691884
36.397963,-117.280474,1450.5,109.972,-3.8095238095247375
36.396268,-117.280791,1448.9,110.171,-0.8040201005024172
36.394791,-117.281054,1447.3,110.344,-0.9248554913296249
36.393248,-117.281349,1445.7,110.525,-0.8839779005523792
36.390551,-117.281815,1444.1,110.84,-0.507936507936555
36.385366,-117.282752,1442.6,111.448,-0.24671052631579357
36.384,-117.283004,1441.0,111.608,-0.9999999999998757
36.383289,-117.283165,1439.4,111.692,-1.9047619047620465
36.382747,-117.283326,1437.8,111.757,-2.461538461538219
36.381631,-117.283773,1432.9,111.892,-3.6296296296297728
36.380797,-117.284122,1427.9,111.995,-4.854368932038428
36.380186,-117.284361,1423.0,112.069,-6.621621621621918
36.379497,-117.284586,1418.0,112.151,-6.09756097561023
36.379036,-117.284685,1413.1,112.205,-9.074074074073899
36.378599,-117.284795,1408.1,112.257,-9.615384615383375
36.378152,-117.284897,1403.2,112.311,-9.074074074073478
36.377139,-117.28509,1398.2,112.429,-4.2372881355934
36.376463,-117.285238,1393.3,112.509,-6.125000000000244
36.374796,-117.285538,1388.3,112.704,-2.564102564102654
36.374064,-117.285664,1383.4,112.789,-5.764705882352241
36.373468,-117.28571,1378.4,112.859,-7.142857142857839
36.371003,-117.28572,1373.5,113.145,-1.7132867132867369
36.370856,-117.285731,1368.6,113.161,-30.624999999990344
36.370527,-117.285789,1363.6,113.2,-12.820512820512334
36.370392,-117.285825,1358.7,113.215,-32.66666666666452
36.370255,-117.285875,1353.7,113.232,-29.411764705889432
36.369909,-117.286043,1348.8,113.276,-11.136363636364619
36.368975,-117.286626,1343.8,113.397,-4.132231404958359
36.368802,-117.286743,1338.9,113.42,-21.304347826089945
36.368577,-117.286865,1333.9,113.448,-17.857142857148222
36.368329,-117.286966,1329.0,113.478,-16.333333333333016
36.368153,-117.287013,1324.0,113.499,-23.809523809522908
36.36794,-117.287044,1319.1,113.524,-19.599999999995905
36.367807,-117.287054,1314.1,113.54,-31.249999999989562
36.367479,-117.287042,1309.2,113.577,-13.243243243245765
36.367253,-117.287009,1305.7,113.604,-12.962962962962472
36.367068,-117.286958,1302.1,113.626,-16.363636363632843
36.366891,-117.286889,1298.6,113.647,-16.666666666666035
36.365844,-117.28644,1295.1,113.775,-2.734374999999998
36.365578,-117.286343,1291.5,113.808,-10.90909090909022
36.365369,-117.286296,1288.0,113.833,-14.000000000004775
36.36517,-117.286272,1284.5,113.856,-15.217391304350384
36.365029,-117.286271,1281.0,113.872,-21.874999999992696
36.364829,-117.286295,1277.4,113.895,-15.652173913045713
36.364555,-117.286355,1273.9,113.928,-10.606060606060204
36.364348,-117.286423,1270.4,113.953,-13.999999999996819
36.364117,-117.286525,1266.8,113.981,-12.857142857147208
36.363893,-117.286654,1263.3,114.01,-12.068965517236979
36.363672,-117.286832,1259.8,114.04,-11.666666666666224
36.362816,-117.287595,1256.2,114.162,-2.9508196721310758
36.36269,-117.287721,1252.7,114.181,-18.421052631587433
36.362483,-117.287892,1249.2,114.21,-12.068965517242894
36.362187,-117.288108,1245.6,114.25,-8.999999999998934
36.361963,-117.28825,1242.1,114.279,-12.068965517242894
36.361643,-117.288411,1238.6,114.319,-8.749999999998632
36.361334,-117.288537,1235.1,114.356,-9.459459459461524
36.361053,-117.288626,1231.5,114.391,-10.285714285710853
36.360768,-117.288685,1228.0,114.424,-10.606060606060204
36.360507,-117.288709,1224.5,114.454,-11.666666666671752
36.359756,-117.288844,1220.9,114.542,-4.090909090908612
36.35944,-117.288935,1217.4,114.579,-9.459459459461524
36.359276,-117.289001,1213.9,114.6,-16.666666666666035
36.359092,-117.289096,1210.5,114.623,-14.782608695645921
36.358771,-117.289327,1207.0,114.666,-8.139534883722416
36.358542,-117.289524,1203.6,114.698,-10.625000000001455
36.358391,-117.28968,1200.1,114.721,-15.217391304340982
36.358267,-117.289818,1196.7,114.74,-17.894736842112792
36.358105,-117.29005,1193.2,114.769,-12.068965517236979
36.357913,-117.290385,1189.7,114.808,-8.974358974358635
36.357496,-117.291333,1186.3,114.908,-3.400000000000284
36.357262,-117.291839,1182.8,114.963,-6.3636363636372195
36.357098,-117.292142,1179.4,114.996,-10.3030303030295
36.356874,-117.292467,1175.9,115.037,-8.536585365851362
36.356632,-117.292762,1172.5,115.076,-8.717948717951797
36.35627,-117.2931,1169.0,115.129,-6.603773584904229
36.356002,-117.293303,1165.5,115.165,-9.722222222221854
36.355768,-117.293436,1162.1,115.194,-11.724137931036267
36.355506,-117.293571,1158.6,115.228,-10.294117647061302
36.354253,-117.294089,1155.2,115.381,-2.2222222222220487
36.353262,-117.294491,1151.7,115.501,-2.916666666666556
36.352913,-117.294681,1148.2,115.546,-7.777777777777484
36.352674,-117.294842,1144.8,115.577,-10.967741935487101
36.352454,-117.295019,1141.3,115.607,-11.666666666666224
36.352228,-117.295252,1137.9,115.642,-9.714285714286271
36.352056,-117.295484,1134.4,115.671,-12.068965517236979
36.351906,-117.295704,1131.0,115.698,-12.59259259259908
36.351312,-117.296707,1127.5,115.814,-3.0172413793103536
36.350806,-117.29758,1123.8,115.915,-3.663366336633226
36.350743,-117.297689,1120.1,115.927,-30.833333333332547
36.350465,-117.298103,1116.5,115.977,-7.200000000000227
36.350111,-117.298555,1112.8,116.037,-6.166666666666509
36.349666,-117.299006,1109.1,116.102,-5.692307692307962
36.349249,-117.299321,1105.4,116.16,-6.379310344828072
36.348578,-117.299809,1101.7,116.25,-4.111111111111006
36.34777,-117.300411,1098.1,116.359,-3.3027522935782683
36.347508,-117.300635,1094.4,116.395,-10.277777777776883
36.347366,-117.300793,1090.7,116.417,-16.818181818177766
36.347197,-117.301007,1087.0,116.446,-12.75862068965693
36.347075,-117.301216,1083.3,116.469,-16.08695652174203
36.346942,-117.301463,1079.7,116.498,-12.413793103443437
36.346825,-117.301739,1076.0,116.527,-12.75862068965693
36.346745,-117.302006,1072.3,116.553,-14.23076923077146
36.346685,-117.302312,1068.6,116.583,-12.333333333333018
36.346641,-117.302596,1064.9,116.61,-13.70370370370251
36.346631,-117.302901,1061.2,116.638,-13.214285714283141
36.346648,-117.303204,1057.6,116.667,-12.413793103450303
36.34669,-117.303505,1053.9,116.696,-12.758620689656144
36.347044,-117.305098,1050.2,116.85,-2.4025974025974888
36.347143,-117.305514,1046.5,116.89,-9.249999999998668
36.347186,-117.305813,1042.8,116.919,-12.75862068965693
36.347207,-117.306063,1039.2,116.942,-15.652173913045713
36.347195,-117.306384,1035.5,116.972,-12.333333333333018
36.347167,-117.306669,1031.8,116.999,-13.70370370370335
36.347106,-117.30697,1028.7,117.027,-11.071428571425953
36.347019,-117.307261,1025.6,117.056,-10.689655172415605
36.346862,-117.307637,1022.4,117.096,-7.999999999998579
36.34678,-117.307793,1019.3,117.114,-17.222222222221696
36.346636,-117.308018,1016.2,117.141,-11.48148148148071
36.346475,-117.308223,1013.1,117.167,-11.92307692307873
36.346297,-117.308407,1009.9,117.194,-11.85185185185157
36.346051,-117.308601,1006.8,117.227,-9.393939393939107
36.345784,-117.308762,1003.7,117.262,-8.85714285714346
36.34554,-117.308868,1000.6,117.292,-10.333333333333016
36.344324,-117.309268,997.4,117.438,-2.191780821917827
36.344151,-117.309319,994.3,117.459,-14.76190476190431
36.343868,-117.309457,991.2,117.494,-8.85714285714346
36.343642,-117.309584,988.1,117.523,-10.689655172415211
36.343384,-117.309776,985.0,117.558,-8.85714285714019
36.34314,-117.310022,981.8,117.594,-8.888888888892186
36.342934,-117.310298,978.7,117.629,-8.857142857139864
36.342728,-117.310675,975.6,117.672,-7.209302325582763
36.342599,-117.310992,972.5,117.705,-9.393939393939107
36.342518,-117.311264,969.3,117.732,-11.85185185185157
36.342461,-117.311544,966.2,117.759,-11.48148148148071
36.342435,-117.311836,963.1,117.786,-11.481481481481131
36.342423,-117.312127,960.0,117.813,-11.481481481481131
36.342439,-117.312449,956.8,117.844,-10.3225806451642
36.342476,-117.312709,953.7,117.869,-12.399999999996817
36.34254,-117.312988,950.6,117.896,-11.481481481481131
36.342623,-117.313256,945.3,117.922,-20.384615384618588
36.342741,-117.313533,939.9,117.951,-18.620689655174672
36.342872,-117.313787,934.6,117.979,-18.92857142856735
36.343046,-117.314048,929.2,118.012,-16.363636363635674
36.343239,-117.314278,923.9,118.042,-17.666666666666224
36.343435,-117.314466,918.5,118.071,-18.620689655174672
36.343709,-117.314673,913.2,118.108,-14.324324324321825
36.344891,-117.315508,907.8,118.266,-3.4177215189873724
36.345148,-117.315685,902.5,118.3,-15.588235294121267
36.345364,-117.315894,897.1,118.332,-16.875000000001787
36.345581,-117.316138,891.8,118.366,-15.588235294115085
36.345775,-117.31642,886.4,118.4,-15.882352941173588
36.345955,-117.316743,881.1,118.437,-14.324324324327325
36.346093,-117.317095,875.7,118.473,-14.99999999999937
36.34621,-117.317592,870.4,118.521,-11.04166666666639
36.346599,-117.319368,865.0,118.693,-3.139534883720971
36.346866,-117.320695,859.6,118.822,-4.186046511627731
36.347235,-117.322576,854.3,119.002,-2.944444444444603
36.347373,-117.323225,848.9,119.065,-8.57142857142821
36.347715,-117.324712,843.6,119.209,-3.6805555555553844
36.347837,-117.325274,838.2,119.264,-9.818181818183096
36.347928,-117.325828,832.9,119.317,-10.000000000000643
36.347971,-117.32626,827.5,119.358,-13.170731707313474
36.348005,-117.327971,822.2,119.517,-3.333333333333476
36.348032,-117.328596,816.8,119.575,-9.31034482758525
36.348085,-117.329049,811.5,119.618,-12.32558139535098
36.348249,-117.330629,805.1,119.767,-4.295302013422778
36.348582,-117.333501,798.6,120.037,-2.407407407407316
36.348708,-117.334625,792.2,120.144,-5.98130841121497
36.348733,-117.335079,785.7,120.186,-15.476190476189892
36.348726,-117.335492,779.3,120.225,-16.410256410262
36.348677,-117.335914,772.8,120.265,-16.24999999999746
36.348565,-117.336448,766.4,120.316,-12.549019607842618
36.348443,-117.336832,760.0,120.354,-16.842105263159297
36.348274,-117.337229,753.5,120.397,-15.116279069765204
36.34809,-117.337595,747.1,120.437,-16.000000000003126
36.347544,-117.338641,740.6,120.553,-5.603448275862085
36.34725,-117.339275,734.2,120.621,-9.411764705882618
36.347119,-117.33961,727.7,120.657,-18.05555555555487
36.347007,-117.339913,721.3,120.688,-20.645161290318935
36.346254,-117.342266,714.9,120.924,-2.711864406779603
36.346099,-117.342838,708.4,120.98,-11.6071428571434
36.345854,-117.344017,702.0,121.093,-5.663716814159295
36.34549,-117.345593,695.5,121.247,-4.22077922077932
36.344752,-117.348424,689.1,121.525,-2.302158273381239
36.344691,-117.348767,682.7,121.557,-20.00000000000213
36.344636,-117.349163,676.2,121.595,-17.10526315789622
36.344606,-117.349591,669.8,121.636,-15.60975609756241
36.34461,-117.349946,663.3,121.669,-19.69696969696895
36.344643,-117.350335,656.9,121.706,-17.297297297294364
36.344719,-117.350842,650.4,121.753,-13.829787234043422
36.344851,-117.351647,644.0,121.83,-8.311688311688478
36.344954,-117.352168,637.6,121.88,-12.800000000000683
36.345028,-117.352641,631.1,121.926,-14.130434782606704
36.345065,-117.353021,624.7,121.961,-18.285714285716004
36.345077,-117.353483,618.2,122.004,-15.116279069765204
36.345055,-117.353877,611.8,122.041,-17.297297297301316
36.344987,-117.354369,605.3,122.087,-14.130434782606704
36.344887,-117.354835,598.9,122.132,-14.222222222221633
36.344539,-117.356346,592.4,122.279,-4.421768707483253
36.34418,-117.35803,586.0,122.442,-3.9263803680982248
36.344044,-117.358641,579.5,122.501,-11.016949152540187
36.343978,-117.35902,573.1,122.538,-17.29729729730101
36.343927,-117.359653,566.6,122.597,-11.016949152542841
36.343689,-117.363154,560.2,122.924,-1.9571865443424268
36.342797,-117.37589,553.8,124.118,-0.5360134003350212
36.341919,-117.388793,547.3,125.328,-0.5371900826446245
36.341852,-117.388675,540.9,125.341,-49.23076923080307
36.341701,-117.388469,534.4,125.367,-24.999999999989946
36.341573,-117.388342,528.0,125.386,-33.684210526331185
36.34138,-117.388211,521.5,125.412,-24.999999999989946
36.341169,-117.388087,515.1,125.439,-23.7037037037152
36.338941,-117.386683,508.6,125.729,-2.2413793103447794
36.337759,-117.385946,502.2,125.882,-4.183006535947576
36.336319,-117.385031,495.7,126.07,-3.4574468085108556
36.335178,-117.384317,489.3,126.218,-4.324324324324007
36.334067,-117.383651,482.8,126.361,-4.545454545454524
36.332947,-117.382929,476.4,126.507,-4.383561643835616
36.332016,-117.382346,476.8,126.628,0.33057851239673575
36.331194,-117.381823,477.2,126.735,0.37383177570091575
36.330384,-117.381332,477.5,126.839,0.2884615384615516
36.32956,-117.380812,477.9,126.947,0.3703703703703353
36.328139,-117.379927,478.3,127.131,0.21739130434784756
36.322834,-117.376593,478.7,127.82,0.05805515239477233
36.320648,-117.375233,479.1,128.104,0.1408450704225372
36.316562,-117.372671,479.4,128.635,0.05649717514123677
36.315618,-117.372089,479.8,128.757,0.3278688524590065
36.314827,-117.371581,480.2,128.86,0.3883495145630521
36.310849,-117.369097,480.6,129.376,0.07751937984496919
36.308075,-117.367354,481.0,129.737,0.11080332409971977
36.304533,-117.365157,481.4,130.196,0.08714596949890512
36.30232,-117.363761,481.7,130.483,0.10452961672474041
36.300864,-117.362852,482.1,130.672,0.21164021164023758
36.2993,-117.361887,482.5,130.875,0.1970443349753554
36.29649,-117.360129,482.9,131.24,0.10958904109588145
36.295897,-117.359745,483.3,131.317,0.519480519480576
36.294046,-117.358597,483.6,131.557,0.12500000000001482
36.292735,-117.357745,484.0,131.729,0.23255813953483606
36.289349,-117.35564,484.4,132.168,0.09111617312072522
36.288213,-117.354905,484.8,132.316,0.2702702702703004
36.287064,-117.354213,485.2,132.464,0.27027027027026196
36.28594,-117.353492,485.5,132.611,0.20408163265308094
36.284664,-117.352706,485.9,132.776,0.24242424242419858
36.283251,-117.351807,486.3,132.961,0.216216216216232
36.282847,-117.351565,486.6,133.013,0.576923076923182
36.282269,-117.351206,487.0,133.088,0.5333333333333838
36.280862,-117.350344,487.3,133.269,0.16574585635358682
36.280389,-117.350043,487.7,133.331,0.6451612903227167
36.2797,-117.349507,488.0,133.426,0.3157894736842263
36.279276,-117.349095,488.4,133.488,0.645161290322421
36.278333,-117.348062,488.7,133.634,0.20547945205482118
36.277365,-117.346887,489.0,133.79,0.19230769230769232
36.276008,-117.345352,489.4,134.003,0.1877934272300417
36.272782,-117.341593,489.7,134.517,0.05836575875486488
36.271729,-117.340407,490.1,134.682,0.24242424242427477
36.271255,-117.339847,490.4,134.757,0.39999999999984837
36.270271,-117.338732,490.8,134.912,0.2580645161290524
36.26974,-117.338118,491.1,134.996,0.35714285714285715
36.269077,-117.33736,491.4,135.101,0.2857142857142702
36.268963,-117.337311,491.8,135.115,2.857142857141059
36.268896,-117.337309,492.1,135.123,3.750000000008882
36.268814,-117.337328,492.5,135.132,4.444444444437005
36.268713,-117.337403,492.8,135.146,2.142857142860043
36.268659,-117.337488,493.1,135.156,2.9999999999943157
36.268418,-117.337796,493.5,135.196,1.000000000000142
36.267681,-117.338711,493.8,135.317,0.24793388429751095
36.26712,-117.339404,494.2,135.409,0.4347826086957005
36.266601,-117.340051,494.5,135.494,0.35294117647056855
36.266043,-117.340739,494.9,135.585,0.43956043956037505
36.26479,-117.342285,495.2,135.79,0.14634146341465107
36.26437,-117.342801,495.6,135.859,0.5797101449274443
36.264137,-117.343084,496.0,135.897,1.0526315789477936
36.263346,-117.344051,496.5,136.025,0.39062499999995626
36.262904,-117.344609,496.9,136.099,0.5405405405406277
36.262306,-117.345343,497.3,136.196,0.412371134020618
36.262126,-117.345568,497.7,136.225,1.379310344827681
36.261987,-117.345734,498.1,136.248,1.7391304347830494
36.261816,-117.345955,498.6,136.276,1.7857142857130095
36.261686,-117.346105,499.0,136.297,1.9047619047630133
36.261581,-117.346221,499.4,136.314,2.352941176471021
36.261423,-117.346421,499.8,136.34,1.5384615384610507
36.261195,-117.346691,500.2,136.376,1.111111111111006
36.260903,-117.347072,500.7,136.425,1.020408163265169
36.260569,-117.347484,501.1,136.479,0.7407407407407758
36.260278,-117.347831,501.5,136.526,0.8510638297872393
36.26014,-117.347933,501.9,136.545,2.1052631578971615
36.25996,-117.348041,502.3,136.568,1.7391304347809
36.259754,-117.348135,502.7,136.594,1.5384615384625138
36.259589,-117.348182,503.2,136.614,2.499999999998721
36.259403,-117.348222,503.6,136.636,1.8181818181826872
36.259292,-117.348234,504.0,136.648,3.3333333333330177
36.258843,-117.348274,504.4,136.7,0.7692307692308364
36.258397,-117.348279,504.8,136.753,0.7547169811321787
36.257587,-117.348281,505.3,136.846,0.5376344086020479
36.257064,-117.348302,505.7,136.907,0.6557377049179197
36.256685,-117.348297,506.1,136.951,0.9090909090913436
36.255226,-117.348335,506.8,137.12,0.4142011834319186
36.254919,-117.348346,507.4,137.156,1.6666666666665089
36.254682,-117.348343,508.1,137.183,2.5925925925940274
36.254371,-117.348353,508.8,137.219,1.9444444444443394
36.253755,-117.348464,509.4,137.292,0.8219178082190468
36.253366,-117.348526,510.1,137.336,1.5909090909087913
36.253066,-117.348593,510.8,137.372,1.9444444444443394
36.252834,-117.348674,511.5,137.4,2.5000000000007105
36.252638,-117.348768,512.1,137.424,2.5
36.252408,-117.348892,512.8,137.453,2.4137931034483433
36.252009,-117.349209,513.5,137.508,1.2727272727271974
36.251631,-117.349574,514.1,137.564,1.071428571428934
36.251356,-117.349823,514.8,137.603,1.7948717948708979
36.250631,-117.350594,515.5,137.714,0.6306306306307284
36.249803,-117.35163,516.1,137.85,0.441176470588266
36.249022,-117.352859,516.8,137.996,0.47945205479442454
36.245385,-117.351651,517.5,138.433,0.16018306636157256
36.235319,-117.348297,518.1,139.642,0.04962779156327718
36.234114,-117.347876,518.8,139.787,0.4827586206895741
36.233606,-117.347638,519.5,139.85,1.1111111111113918
36.231431,-117.346526,520.2,140.122,0.25735294117646856
36.222986,-117.342157,520.8,141.184,0.056497175141235256
36.222455,-117.341886,521.5,141.25,1.0606060606060892
36.221903,-117.341638,522.2,141.318,1.0294117647057668
36.221463,-117.341495,522.8,141.371,1.132075471698
36.221026,-117.341367,523.5,141.422,1.3725490196082628
36.218825,-117.340852,519.9,141.683,-1.3793103448276178
36.213902,-117.339732,516.3,142.263,-0.6206896551724043
36.210903,-117.339039,512.6,142.616,-1.048158640226584
36.210173,-117.338847,509.0,142.703,-4.137931034483304
36.209622,-117.338638,505.4,142.769,-5.454545454545282
36.204445,-117.336248,501.8,143.411,-0.5607476635514
36.20381,-117.335953,498.1,143.489,-4.743589743589549
36.20324,-117.335674,494.5,143.56,-5.070422535211446
36.198917,-117.333021,490.9,144.12,-0.6428571428571443
