lat,lon,elevation_m,distance_km
35.501331,-117.621771,940.5,241.8
35.500578,-117.622503,940.8,241.911
35.499914,-117.623113,941.1,242.008
35.498803,-117.62404,941.3,242.163
35.498445,-117.624364,941.6,242.214
35.497042,-117.625636,945.7,242.416
35.491656,-117.630379,949.9,243.185
35.491479,-117.630535,954.0,243.21
35.488668,-117.633,958.1,243.61
35.487592,-117.633987,962.3,243.767
35.486652,-117.635136,966.4,243.92
35.486158,-117.635926,970.5,244.014
35.485686,-117.636822,974.7,244.115
35.485666,-117.636862,978.8,244.119
35.485451,-117.63729,982.9,244.167
35.485395,-117.637391,987.1,244.178
35.485053,-117.638019,991.2,244.249
35.483494,-117.641019,995.4,244.586
35.482067,-117.643701,999.5,244.888
35.481825,-117.64409,1003.6,244.934
35.481561,-117.644435,1007.8,244.979
35.481268,-117.644691,1011.9,245.021
35.478358,-117.646982,1016.0,245.421
35.474519,-117.649982,1020.2,245.949
35.474261,-117.650226,1024.3,245.986
35.47416,-117.650337,1028.4,246.002
35.473996,-117.650544,1032.6,246.03
35.473795,-117.650862,1036.7,246.068
35.473627,-117.651217,1040.8,246.106
35.473511,-117.651526,1045.0,246.139
35.473423,-117.651837,1049.1,246.17
35.473374,-117.652088,1048.9,246.194
35.473347,-117.652337,1048.8,246.218
35.473324,-117.652685,1048.6,246.251
35.473332,-117.653041,1048.5,246.284
35.473345,-117.653268,1048.3,246.305
35.473388,-117.653933,1048.1,246.369
35.472275,-117.654089,1048.0,246.498
35.471423,-117.65418,1047.8,246.598
35.465944,-117.654832,1047.6,247.236
35.464794,-117.654967,1047.5,247.37
35.463585,-117.655106,1047.3,247.511
35.4627,-117.655208,1047.2,247.614
35.46189,-117.655308,1047.0,247.708
35.461315,-117.65537,1046.8,247.775
35.460912,-117.655398,1046.7,247.822
35.460466,-117.655393,1046.5,247.873
35.460234,-117.655373,1046.4,247.901
35.459923,-117.655323,1046.2,247.937
35.459012,-117.655128,1046.0,248.044
35.45727,-117.654753,1045.9,248.249
35.45666,-117.654621,1045.7,248.321
35.455292,-117.654327,1045.5,248.482
35.454859,-117.654256,1045.4,248.532
35.454444,-117.654234,1045.2,248.58
35.454235,-117.654241,1045.1,248.605
35.454025,-117.654261,1044.9,248.629
35.453759,-117.654311,1040.1,248.661
35.453496,-117.654381,1035.3,248.692
35.453253,-117.654471,1030.5,248.721
35.45301,-117.654576,1025.7,248.751
35.452647,-117.654771,1020.9,248.797
35.452303,-117.655013,1016.1,248.843
35.452119,-117.655159,1011.3,248.868
35.451944,-117.65532,1006.5,248.894
35.451701,-117.65556,1001.7,248.93
35.45147,-117.655814,996.9,248.966
35.451217,-117.656148,992.1,249.009
35.450816,-117.656734,987.3,249.081
35.45069,-117.656916,982.6,249.104
35.450459,-117.657211,977.8,249.142
35.450217,-117.657461,973.0,249.179
35.449464,-117.658169,968.2,249.289
35.4407,-117.666397,963.4,250.569
35.43989,-117.667162,958.6,250.686
35.439166,-117.667847,953.8,250.793
35.43794,-117.668996,949.0,250.971
35.437721,-117.669193,944.2,251.003
35.436934,-117.669925,939.4,251.117
35.436319,-117.670428,934.6,251.204
35.436002,-117.670667,929.8,251.246
35.435669,-117.670882,925.0,251.29
35.435153,-117.67115,920.2,251.355
35.434851,-117.67129,917.0,251.392
35.434557,-117.671404,913.8,251.428
35.433956,-117.671585,910.5,251.5
35.433464,-117.671694,907.3,251.558
35.433375,-117.671711,904.1,251.568
35.433175,-117.671744,900.9,251.591
35.431992,-117.671878,897.7,251.729
35.429245,-117.67215,894.4,252.049
35.427061,-117.672377,891.2,252.302
35.42607,-117.672485,888.0,252.418
35.425966,-117.672496,884.8,252.431
35.425645,-117.672521,881.6,252.467
35.425329,-117.672535,878.4,252.505
35.425088,-117.67253,875.1,252.532
35.424743,-117.672503,871.9,252.572
35.424252,-117.672418,868.7,252.63
35.423608,-117.672232,865.5,252.707
35.423484,-117.672196,862.3,252.722
35.422728,-117.671971,859.0,252.811
35.422213,-117.671758,855.8,252.875
35.42214,-117.671726,852.6,252.883
35.422135,-117.671724,849.4,252.884
35.421524,-117.67137,846.2,252.962
35.419846,-117.67031,842.9,253.181
35.418504,-117.669507,839.7,253.354
35.418066,-117.669229,836.5,253.412
35.417862,-117.669099,843.2,253.438
35.417709,-117.669002,849.9,253.458
35.416792,-117.668429,856.6,253.578
35.416696,-117.668369,863.4,253.59
35.415259,-117.667472,870.1,253.777
35.415121,-117.667388,876.8,253.794
35.414534,-117.667034,883.5,253.871
35.411547,-117.665168,890.2,254.259
35.40636,-117.661956,896.9,254.933
35.403385,-117.66012,903.7,255.319
35.402173,-117.659374,910.4,255.476
35.400865,-117.658534,917.1,255.647
35.398279,-117.656956,923.8,255.982
35.397541,-117.656577,930.5,256.075
35.396351,-117.65608,937.2,256.221
35.393923,-117.655121,943.9,256.516
35.391234,-117.654077,950.7,256.843
35.390515,-117.653776,957.4,256.932
35.387789,-117.65273,964.1,257.262
35.387149,-117.652483,970.8,257.34
35.385999,-117.652016,977.5,257.48
35.385913,-117.651981,984.2,257.492
35.384218,-117.651326,991.0,257.697
35.383565,-117.65106,997.7,257.777
35.38325,-117.650902,1004.4,257.817
35.382938,-117.650717,1011.1,257.856
35.382673,-117.650542,1013.1,257.892
35.382341,-117.650291,1015.0,257.937
35.381909,-117.649912,1017.0,257.998
35.381477,-117.649463,1019.0,258.064
35.381406,-117.64938,1020.9,258.075
35.38117,-117.649102,1022.9,258.113
35.380905,-117.648729,1024.9,258.16
35.380556,-117.648186,1026.8,258.226
35.38019,-117.647472,1028.8,258.305
35.379687,-117.646453,1030.8,258.417
35.379287,-117.645672,1032.7,258.505
35.379115,-117.645369,1034.7,258.539
35.378757,-117.644832,1036.7,258.605
35.378513,-117.644514,1038.6,258.647
35.378152,-117.644112,1040.6,258.703
35.377734,-117.643657,1042.5,258.768
35.377563,-117.643469,1044.5,258.795
35.377244,-117.643119,1046.5,258.844
35.376826,-117.64266,1048.4,258.909
35.376733,-117.642559,1050.4,258.923
35.37656,-117.642369,1052.4,258.95
35.376058,-117.641826,1054.3,259.028
35.37542,-117.641106,1056.3,259.128
35.375307,-117.640954,1058.3,259.148
35.375153,-117.640746,1060.2,259.174
35.374911,-117.640381,1062.2,259.219
35.374848,-117.64027,1063.0,259.232
35.374716,-117.640037,1063.9,259.259
35.374504,-117.63961,1064.7,259.306
35.37435,-117.639222,1065.5,259.346
35.374332,-117.639174,1066.4,259.352
35.373918,-117.638054,1067.2,259.468
35.373691,-117.637439,1068.0,259.532
35.373479,-117.636866,1068.8,259.591
35.373051,-117.635706,1069.7,259.711
35.372873,-117.635218,1070.5,259.762
35.372623,-117.634533,1071.3,259.833
35.372198,-117.633387,1072.2,259.952
35.371958,-117.632744,1073.0,260.019
35.371765,-117.632219,1073.8,260.073
35.371528,-117.63157,1074.7,260.141
35.371463,-117.631407,1075.5,260.158
35.371338,-117.631072,1076.3,260.193
35.371249,-117.630849,1077.2,260.216
35.370898,-117.630034,1078.0,260.303
35.370799,-117.629827,1078.8,260.325
35.370713,-117.629649,1079.6,260.345
35.370579,-117.629335,1080.5,260.379
35.370285,-117.628569,1081.3,260.459
35.37018,-117.628297,1082.1,260.487
35.369645,-117.626834,1083.0,260.639
35.369637,-117.626812,1083.8,260.641
35.368812,-117.624523,1084.3,260.878
35.368481,-117.623628,1084.8,260.971
35.368132,-117.622681,1085.3,261.069
35.36788,-117.622028,1085.8,261.138
35.367661,-117.621525,1086.3,261.191
35.367079,-117.62034,1086.8,261.322
35.366881,-117.61996,1087.2,261.365
35.366667,-117.619563,1087.7,261.41
35.366374,-117.619165,1088.2,261.461
35.365873,-117.618466,1088.7,261.548
35.365694,-117.618224,1089.2,261.58
35.36552,-117.618016,1089.7,261.608
35.365338,-117.617814,1090.2,261.636
35.365151,-117.617652,1090.7,261.662
35.364915,-117.617496,1091.2,261.693
35.364679,-117.617385,1091.7,261.722
35.364387,-117.617286,1092.2,261.758
35.364115,-117.617207,1092.7,261.79
35.362377,-117.616749,1093.2,261.997
35.361346,-117.616505,1093.6,262.118
35.361159,-117.616469,1094.1,262.14
35.360727,-117.616407,1094.6,262.191
35.36042,-117.616385,1095.1,262.226
35.360226,-117.616371,1095.6,262.249
35.359777,-117.61636,1096.1,262.301
35.359388,-117.616374,1096.6,262.346
35.358433,-117.61647,1095.7,262.456
35.357906,-117.616509,1094.9,262.518
35.357603,-117.61662,1094.0,262.554
35.357315,-117.616726,1093.2,262.59
35.356867,-117.61692,1092.3,262.645
35.356225,-117.617249,1091.4,262.725
35.355455,-117.617666,1090.6,262.823
35.355173,-117.617823,1089.7,262.859
35.354336,-117.61825,1088.8,262.964
35.354069,-117.618362,1088.0,262.997
35.353516,-117.618581,1087.1,263.064
35.352951,-117.618768,1086.3,263.132
35.352391,-117.618931,1085.4,263.199
35.3519,-117.619067,1084.5,263.257
35.351344,-117.619223,1083.7,263.323
35.351316,-117.619231,1082.8,263.326
35.349946,-117.61962,1082.0,263.49
35.349414,-117.619788,1081.1,263.553
35.349212,-117.619867,1080.2,263.577
35.349051,-117.619931,1079.4,263.597
35.348477,-117.620197,1078.5,263.669
35.347853,-117.620479,1077.6,263.745
35.347257,-117.620694,1076.8,263.818
35.346691,-117.62084,1075.9,263.885
35.346178,-117.620973,1075.1,263.945
35.345443,-117.621122,1074.2,264.032
35.34519,-117.621142,1072.9,264.061
35.344912,-117.621126,1071.6,264.093
35.344168,-117.620981,1070.2,264.181
35.342751,-117.620688,1068.9,264.348
35.34233,-117.620612,1067.6,264.397
35.34141,-117.620447,1066.3,264.504
35.34075,-117.620312,1065.0,264.582
35.34034,-117.620209,1063.6,264.63
35.3399,-117.620074,1062.3,264.683
35.338924,-117.619716,1061.0,264.801
35.337415,-117.619211,1059.7,264.983
35.336803,-117.619014,1058.4,265.056
35.336179,-117.618837,1057.1,265.131
35.335755,-117.618749,1055.7,265.18
35.335169,-117.618687,1054.4,265.249
35.33408,-117.618643,1053.1,265.375
35.333533,-117.618682,1051.8,265.438
35.332373,-117.618808,1050.5,265.573
35.332047,-117.618821,1049.1,265.611
35.331749,-117.618796,1047.8,265.646
35.331437,-117.618738,1046.5,265.682
35.331168,-117.618661,1045.2,265.715
35.330916,-117.618564,1043.9,265.745
35.330562,-117.61839,1042.5,265.789
35.330248,-117.618195,1041.2,265.83
35.329981,-117.617988,1039.9,265.867
35.329726,-117.617766,1038.6,265.902
35.329387,-117.617414,1037.3,265.954
35.329083,-117.617002,1036.0,266.007
35.3286,-117.616295,1034.7,266.094
35.328028,-117.615476,1033.4,266.196
35.327577,-117.614894,1032.1,266.272
35.327064,-117.614301,1030.8,266.354
35.326469,-117.61371,1029.5,266.442
35.324988,-117.61242,1028.2,266.653
35.323663,-117.611301,1026.9,266.84
35.322962,-117.610762,1025.6,266.936
35.322189,-117.610205,1024.3,267.04
35.321519,-117.60977,1023.0,267.127
35.320807,-117.609425,1021.6,267.216
35.319948,-117.6091,1020.3,267.32
35.319371,-117.608924,1019.0,267.389
35.318551,-117.608715,1017.7,267.486
35.317734,-117.608547,1016.4,267.583
35.317245,-117.608485,1015.1,267.639
35.316797,-117.608471,1013.8,267.691
35.316344,-117.608481,1012.5,267.744
35.315877,-117.608547,1011.2,267.799
35.315688,-117.60859,1009.9,267.821
35.315502,-117.608648,1008.6,267.843
35.315159,-117.608778,1007.3,267.884
35.314668,-117.609008,1006.0,267.946
35.314322,-117.609142,1003.5,267.988
35.313846,-117.609287,1001.0,268.045
35.313532,-117.609383,998.5,268.082
35.312136,-117.60989,996.0,268.251
35.309699,-117.610834,993.5,268.547
35.309002,-117.611096,991.0,268.632
35.308865,-117.611147,988.5,268.649
35.308268,-117.61137,986.0,268.721
35.307822,-117.611537,983.5,268.775
35.307137,-117.611795,981.0,268.858
35.305969,-117.61225,978.5,269.0
35.305488,-117.612397,976.0,269.057
35.305035,-117.612513,973.6,269.111
35.304385,-117.612655,971.1,269.188
35.302315,-117.613095,968.6,269.432
35.300766,-117.613412,966.1,269.613
35.297544,-117.614062,963.6,269.991
35.293246,-117.614958,961.1,270.497
35.28747,-117.61615,958.6,271.176
35.287018,-117.616222,956.1,271.229
35.286711,-117.616246,953.6,271.264
35.286302,-117.616245,951.1,271.312
35.28589,-117.616218,948.6,271.36
35.284028,-117.616025,946.1,271.576
35.282186,-117.615803,943.6,271.791
35.280524,-117.615583,941.1,271.985
35.278973,-117.615378,938.3,272.166
35.276974,-117.615108,935.5,272.399
35.275274,-117.614888,932.7,272.597
35.27501,-117.614849,929.9,272.628
35.274123,-117.614724,927.1,272.731
35.273142,-117.614577,924.3,272.846
35.271376,-117.614368,921.4,273.052
35.268912,-117.614108,918.6,273.338
35.264781,-117.613549,915.8,273.82
35.261683,-117.613205,913.0,274.181
35.256964,-117.612511,910.2,274.732
35.254238,-117.612022,907.4,275.051
35.253519,-117.611925,904.6,275.136
35.249956,-117.611367,901.8,275.552
35.246835,-117.610893,899.0,275.917
35.243252,-117.610414,896.2,276.335
35.239816,-117.609859,893.4,276.736
35.238132,-117.609618,890.6,276.932
35.236538,-117.609437,887.8,277.118
35.234806,-117.609183,884.9,277.32
35.23406,-117.609038,882.1,277.408
35.232396,-117.608588,879.3,277.606
35.230865,-117.608159,876.5,277.788
35.226749,-117.606979,873.7,278.278
35.224886,-117.60647,870.9,278.499
35.21892,-117.6048,868.1,279.208
35.21884,-117.604777,867.3,279.219
35.213756,-117.603356,866.5,279.822
35.184719,-117.595239,865.7,283.275
35.180317,-117.59402,864.9,283.799
35.175272,-117.592612,864.1,284.399
35.172299,-117.591783,863.3,284.753
35.170694,-117.591327,862.4,284.944
35.169124,-117.590882,861.6,285.13
35.15849,-117.587929,860.8,286.395
35.153878,-117.586613,860.0,286.943
35.14211,-117.583324,859.2,288.343
35.138455,-117.582331,858.4,288.777
35.13651,-117.581776,857.6,289.009
35.127819,-117.579355,856.8,290.042
35.125582,-117.578724,856.0,290.308
35.122589,-117.577886,855.2,290.664
35.120815,-117.577381,854.4,290.875
35.1197,-117.577066,853.6,291.007
35.11864,-117.576766,852.8,291.134
35.113021,-117.575204,851.9,291.802
35.110866,-117.574599,851.1,292.058
35.107574,-117.573686,850.3,292.449
35.101959,-117.572132,849.5,293.118
35.101379,-117.571969,848.7,293.187
35.100496,-117.57172,847.9,293.292
35.097415,-117.570852,847.1,293.658
35.096757,-117.570668,845.5,293.736
35.096308,-117.570543,843.9,293.789
35.09036,-117.568882,842.4,294.497
35.089003,-117.568487,840.8,294.659
35.088578,-117.568337,839.2,294.71
35.087877,-117.568047,837.6,294.795
35.087186,-117.567708,836.1,294.882
35.086788,-117.567491,834.5,294.933
35.086382,-117.567244,832.9,294.985
35.086382,-117.567244,832.9,294.985
35.086339,-117.567218,831.1,294.99
35.083827,-117.565569,829.2,295.322
35.083265,-117.56522,827.4,295.395
35.082692,-117.564879,825.6,295.468
35.082581,-117.564811,823.8,295.482
35.081441,-117.564208,821.9,295.626
35.077859,-117.562368,820.1,296.077
35.076728,-117.561792,818.3,296.219
35.075716,-117.561284,816.5,296.346
35.074498,-117.560641,814.6,296.5
35.073092,-117.559927,812.8,296.676
35.072586,-117.559724,811.0,296.738
35.072056,-117.559535,809.2,296.802
35.071488,-117.559373,807.3,296.87
35.070882,-117.559251,805.5,296.941
35.070401,-117.559181,803.7,296.997
35.069951,-117.559133,801.9,297.049
35.069422,-117.559107,800.0,297.111
35.068912,-117.559112,798.2,297.17
35.068392,-117.559153,796.4,297.231
35.06788,-117.559224,794.6,297.29
35.067452,-117.559307,792.7,297.34
35.063384,-117.560163,790.9,297.819
35.062974,-117.56025,789.1,297.867
35.062158,-117.560371,787.3,297.963
35.061373,-117.560419,785.4,298.053
35.060717,-117.560404,783.6,298.13
35.060151,-117.560351,781.8,298.195
35.059637,-117.560275,780.0,298.256
35.059134,-117.560171,778.1,298.315
35.057063,-117.559606,776.3,298.56
35.056428,-117.559427,774.5,298.636
35.04739,-117.556904,772.7,299.711
35.046565,-117.556674,770.8,299.809
35.043605,-117.555855,769.0,300.161
35.042385,-117.555519,767.2,300.305
35.041922,-117.555394,765.4,300.361
35.03559,-117.553633,763.5,301.114
35.02763,-117.551425,761.7,302.06
35.022913,-117.550142,759.9,302.62
35.012863,-117.547363,758.1,303.815
35.012444,-117.547243,756.2,303.865
35.003625,-117.544733,754.4,304.915
34.999934,-117.543704,752.6,305.354
34.999762,-117.543677,750.8,305.374
34.99959,-117.543643,748.9,305.394
34.999418,-117.543606,747.1,305.414
34.999247,-117.543567,746.8,305.434
34.9992,-117.543555,746.6,305.44
34.998913,-117.543483,746.3,305.474
34.998848,-117.543468,746.0,305.482
34.998771,-117.543449,745.7,305.49
34.998706,-117.543433,745.5,305.499
34.998629,-117.543414,745.2,305.507
34.998104,-117.543264,744.9,305.57
34.997953,-117.543216,744.6,305.588
34.99753,-117.543097,744.4,305.638
34.997388,-117.543056,744.1,305.655
34.997232,-117.54301,743.8,305.674
34.995756,-117.542558,743.5,305.85
34.9957,-117.54254,743.3,305.857
34.995643,-117.542521,743.0,305.864
34.995586,-117.542504,742.7,305.871
34.99553,-117.542488,742.4,305.877
34.995359,-117.542439,742.2,305.898
34.99553,-117.542488,741.9,305.918
34.995586,-117.542504,741.6,305.925
34.995643,-117.542521,741.3,305.931
34.9957,-117.54254,741.1,305.939
34.995756,-117.542558,740.8,305.945
34.997232,-117.54301,740.5,306.121
34.997388,-117.543056,740.2,306.14
34.99753,-117.543097,740.0,306.157
34.997953,-117.543216,739.7,306.208
34.998104,-117.543264,739.4,306.225
34.998133,-117.543086,739.1,306.243
34.998152,-117.542552,738.9,306.293
34.998079,-117.542576,738.6,306.303
34.997896,-117.542663,738.3,306.326
34.997846,-117.542435,738.0,306.347
34.997831,-117.541123,737.8,306.473
34.997818,-117.539895,737.5,306.588
34.997816,-117.539671,737.2,306.61
34.997783,-117.535475,736.9,307.008
34.99778,-117.535108,736.7,307.044
34.997722,-117.526471,736.4,307.863
34.997721,-117.526381,736.1,307.872
34.997721,-117.526274,735.8,307.882
34.997723,-117.525316,735.6,307.973
34.997738,-117.516954,735.3,308.767
34.997738,-117.516929,735.0,308.769
34.997739,-117.516298,734.7,308.83
34.997721,-117.505051,734.5,309.898
34.997616,-117.498452,734.2,310.525
34.997577,-117.494709,733.4,310.881
34.997554,-117.492462,732.7,311.093
34.997422,-117.47958,731.9,312.317
34.997282,-117.467801,731.1,313.436
34.997071,-117.452716,730.4,314.869
34.996921,-117.437232,729.6,316.34
34.996789,-117.426586,728.8,317.35
34.996728,-117.41924,728.1,318.049
34.9965,-117.401253,727.3,319.757
34.996359,-117.388953,726.5,320.925
34.996274,-117.380913,725.8,321.688
34.996152,-117.36718,725.0,322.993
34.996149,-117.366849,724.2,323.024
34.996138,-117.36563,723.4,323.14
34.996127,-117.364614,722.7,323.237
34.996112,-117.363163,721.9,323.374
34.996054,-117.352745,721.1,324.364
34.99588,-117.334213,720.4,326.124
34.995888,-117.332074,719.6,326.327
34.995862,-117.330282,718.8,326.497
34.996049,-117.330281,718.1,326.519
34.995862,-117.330282,717.3,326.541
34.994621,-117.330272,716.5,326.685
34.994441,-117.330271,715.8,326.706
34.993544,-117.330267,715.0,326.81
34.990579,-117.330204,714.2,327.153
34.981164,-117.330008,713.5,328.245
34.97158,-117.329974,712.7,329.356
34.966186,-117.329932,711.9,329.981
34.965641,-117.329924,711.2,330.045
34.963057,-117.329947,710.4,330.344
34.958926,-117.329913,709.6,330.823
34.952059,-117.329881,708.9,331.619
34.944499,-117.32991,708.1,332.496
34.944018,-117.330029,707.3,332.553
34.942945,-117.330461,706.5,332.684
34.942594,-117.330545,705.8,332.726
34.942375,-117.330529,705.0,332.751
34.941962,-117.330434,704.2,332.8
34.941743,-117.330369,703.5,332.826
34.940186,-117.32996,702.7,333.01
34.940167,-117.329959,701.9,333.012
34.939435,-117.329886,701.2,333.098
34.938599,-117.329879,700.4,333.195
34.937534,-117.329881,699.6,333.318
34.928146,-117.329913,698.9,334.406
34.927592,-117.329915,698.1,334.47
34.925405,-117.329873,700.5,334.724
34.924656,-117.329873,702.9,334.811
34.924566,-117.329873,705.3,334.821
34.924354,-117.329881,707.7,334.846
34.924258,-117.329881,710.1,334.857
34.923793,-117.329878,712.4,334.911
34.922288,-117.329909,714.8,335.085
34.907777,-117.329916,717.2,336.768
34.905567,-117.329917,719.6,337.024
34.905174,-117.329918,722.0,337.069
34.905128,-117.329918,724.4,337.074
34.905074,-117.329918,726.8,337.081
34.905004,-117.329916,729.2,337.089
34.901007,-117.329868,731.6,337.553
34.900504,-117.329871,734.0,337.611
34.897959,-117.329992,736.4,337.906
34.893779,-117.330309,738.8,338.392
34.892496,-117.330353,741.1,338.54
34.891206,-117.330352,743.5,338.69
34.888607,-117.330349,745.9,338.992
34.88579,-117.330351,748.3,339.318
34.882732,-117.330321,750.7,339.673
34.882671,-117.33032,753.1,339.68
34.878581,-117.330315,755.5,340.154
34.874971,-117.330306,757.9,340.572
34.871301,-117.330301,760.3,340.998
34.864067,-117.330292,762.7,341.836
34.863433,-117.330292,765.1,341.91
34.849413,-117.330297,767.5,343.535
34.843982,-117.330309,769.8,344.165
34.842087,-117.330306,772.2,344.384
34.841074,-117.330304,774.6,344.502
34.838541,-117.3303,777.0,344.796
34.836322,-117.330307,779.4,345.053
34.83628,-117.330308,781.8,345.058
34.83594,-117.330299,784.2,345.097
34.835687,-117.330293,786.6,345.126
34.834772,-117.33031,789.0,345.233
34.834195,-117.330319,791.4,345.3
34.833993,-117.330322,793.8,345.324
34.833677,-117.330328,796.2,345.36
34.832169,-117.330329,798.5,345.534
34.8313,-117.33033,800.9,345.635
34.828255,-117.330334,803.3,345.989
34.82796,-117.330334,805.7,346.022
34.824585,-117.33033,808.1,346.414
34.824231,-117.330331,810.5,346.455
34.820829,-117.330337,809.0,346.849
34.808555,-117.330394,807.4,348.272
34.80783,-117.330347,805.9,348.356
34.805996,-117.330373,804.4,348.569
34.805925,-117.330371,802.9,348.578
34.805874,-117.330372,801.3,348.583
34.805449,-117.330376,799.8,348.633
34.80147,-117.330354,798.3,349.094
34.794909,-117.330368,796.7,349.855
34.790882,-117.330354,795.2,350.321
34.790413,-117.330336,793.7,350.376
34.790051,-117.330322,792.1,350.418
34.789043,-117.330249,790.6,350.535
34.785421,-117.330197,789.1,350.955
34.785255,-117.330207,787.6,350.973
34.785096,-117.330269,786.0,350.993
34.78435,-117.330679,784.5,351.088
34.784116,-117.33076,783.0,351.116
34.783944,-117.330738,781.4,351.136
34.783775,-117.330688,779.9,351.157
34.78338,-117.330472,778.4,351.207
34.782861,-117.330173,776.8,351.274
34.782789,-117.33013,775.3,351.282
34.782637,-117.330042,773.8,351.302
34.782334,-117.329906,772.3,351.339
34.782044,-117.329867,770.7,351.374
34.781688,-117.329904,769.2,351.414
34.780813,-117.33006,767.7,351.518
34.780621,-117.330098,766.1,351.54
34.780423,-117.330114,764.6,351.563
34.778332,-117.330144,763.1,351.805
34.777841,-117.330152,761.5,351.862
34.776655,-117.330169,760.0,351.999
34.775818,-117.33019,758.5,352.096
34.775403,-117.3302,757.0,352.145
34.769464,-117.330201,755.4,352.833
34.763162,-117.330258,753.9,353.564
34.762148,-117.330267,752.4,353.681
34.760825,-117.330282,750.8,353.835
34.758185,-117.330314,749.3,354.141
34.756441,-117.330297,747.8,354.343
34.756054,-117.330296,746.2,354.388
34.756002,-117.330296,744.7,354.394
34.755335,-117.330295,743.2,354.471
34.75417,-117.330292,741.7,354.607
34.753371,-117.330301,740.1,354.699
34.753066,-117.330329,738.6,354.734
34.752789,-117.330372,738.7,354.768
34.752475,-117.330451,738.8,354.804
34.752036,-117.330593,738.8,354.857
34.751636,-117.330758,738.9,354.906
34.75112,-117.331019,739.0,354.971
34.750817,-117.331247,739.1,355.012
34.750389,-117.331605,739.2,355.072
34.749908,-117.332085,739.3,355.144
34.749343,-117.332671,739.3,355.23
34.748884,-117.333105,739.4,355.297
34.748406,-117.333485,739.5,355.364
34.747854,-117.33386,739.6,355.437
34.747295,-117.334149,739.7,355.508
34.746766,-117.334359,739.8,355.572
34.74641,-117.334467,739.8,355.614
34.746,-117.334555,739.9,355.663
34.7447,-117.334685,740.0,355.814
34.744566,-117.334698,740.1,355.83
34.744554,-117.334541,740.2,355.845
34.744538,-117.334327,740.3,355.865
34.744493,-117.333765,740.3,355.919
34.744475,-117.333625,740.4,355.932
34.744449,-117.333471,740.5,355.948
34.744427,-117.333363,740.6,355.958
34.744399,-117.333268,740.7,355.968
34.744358,-117.333157,740.8,355.979
34.744307,-117.333042,740.8,355.992
34.744233,-117.332886,740.9,356.009
34.743854,-117.332187,741.0,356.089
34.743443,-117.33141,741.1,356.177
34.743351,-117.331232,741.2,356.197
34.743263,-117.331072,741.3,356.215
34.743183,-117.330945,741.3,356.23
34.743107,-117.330842,741.4,356.244
34.743025,-117.33075,741.5,356.256
34.742935,-117.330661,741.6,356.27
34.742843,-117.330583,741.7,356.282
34.742728,-117.330495,741.8,356.298
34.742615,-117.330427,741.8,356.314
34.742503,-117.330366,741.9,356.327
34.742396,-117.330317,742.0,356.341
34.742298,-117.330282,742.1,356.352
34.742177,-117.330251,742.2,356.367
34.742082,-117.330233,742.3,356.378
34.741983,-117.330224,742.3,356.39
34.741824,-117.33022,742.4,356.408
34.740593,-117.330221,742.5,356.55
34.740328,-117.330209,742.9,356.582
34.740319,-117.330093,743.4,356.592
34.740345,-117.328337,743.8,356.76
34.740344,-117.328143,744.2,356.779
34.740337,-117.325903,744.6,356.991
34.740327,-117.325825,745.1,356.999
34.740312,-117.325761,745.5,357.006
34.74027,-117.32569,745.9,357.014
34.740838,-117.325383,746.3,357.086
34.744337,-117.323721,746.8,357.521
34.74462,-117.323432,747.2,357.564
34.745698,-117.322774,747.6,357.705
34.74462,-117.323432,748.1,357.844
34.744337,-117.323721,748.5,357.887
34.740838,-117.325383,748.9,358.322
34.74027,-117.32569,749.3,358.394
34.73773,-117.327068,749.8,358.717
34.737523,-117.32718,750.2,358.743
34.736977,-117.327477,750.6,358.812
34.733124,-117.329582,751.1,359.302
34.733079,-117.329606,751.5,359.307
34.733038,-117.329506,751.9,359.319
34.732962,-117.329291,752.3,359.34
34.732948,-117.329251,752.8,359.345
34.732408,-117.327763,753.2,359.5
34.732355,-117.327601,753.6,359.517
34.73219,-117.327124,754.0,359.566
34.73198,-117.32723,754.5,359.592
34.731955,-117.32716,754.9,359.599
34.731522,-117.327344,755.3,359.652
34.731441,-117.327085,755.8,359.679
34.73136,-117.326949,756.2,359.695
34.731222,-117.326903,756.6,359.712
34.731079,-117.326885,757.0,359.728
34.730606,-117.32708,757.5,359.786
34.730189,-117.327251,757.9,359.837
34.729852,-117.32739,758.3,359.878
34.72935,-117.327597,758.8,359.94
34.727169,-117.328512,759.2,360.207
34.726175,-117.328893,759.6,360.328
34.724881,-117.329338,760.0,360.484
34.720524,-117.330853,760.5,361.01
34.720463,-117.330875,760.9,361.017
34.719026,-117.331375,761.3,361.19
34.718481,-117.331565,761.7,361.256
34.718415,-117.331588,762.2,361.263
34.71609,-117.332398,762.6,361.543
34.71568,-117.332542,763.2,361.594
34.714835,-117.332839,763.7,361.696
34.714759,-117.332866,764.3,361.704
34.712207,-117.333751,764.9,362.013
34.710923,-117.334215,765.4,362.167
34.707785,-117.33528,766.0,362.545
34.707494,-117.335379,766.5,362.58
34.704559,-117.336406,767.1,362.934
34.703817,-117.336666,767.7,363.024
34.702057,-117.337271,768.2,363.236
34.701438,-117.337487,768.8,363.311
34.700863,-117.337687,769.4,363.38
34.699234,-117.338255,769.9,363.577
34.698226,-117.33861,770.5,363.698
34.698111,-117.338652,771.1,363.712
34.697922,-117.338719,771.6,363.735
34.69725,-117.33895,772.2,363.815
